AL, 06, 2025082406,   , BEST,   0, 292N,  609W,  35, 1010, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082412,   , BEST,   0, 303N,  604W,  45, 1010, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082418,   , BEST,   0, 313N,  600W,  55, 1009, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082421,   , BEST,   0, 318N,  598W,  65, 1009, HU,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082500,   , BEST,   0, 322N,  596W,  55, 1002, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082506,   , BEST,   0, 332N,  591W,  55, 1007, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082512,   , BEST,   0, 339N,  584W,  55, 1007, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082518,   , BEST,   0, 348N,  576W,  45, 1000, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082600,   , BEST,   0, 356N,  568W,  40, 1002, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082606,   , BEST,   0, 364N,  559W,  40, 1005, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082612,   , BEST,   0, 373N,  551W,  35, 1007, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082618,   , BEST,   0, 378N,  540W,  40, 1007, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082700,   , BEST,   0, 382N,  527W,  55, 1007, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082706,   , BEST,   0, 383N,  514W,  50, 1007, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082712,   , BEST,   0, 384N,  500W,  50, 1006, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082718,   , BEST,   0, 389N,  484W,  45, 1006, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082800,   , BEST,   0, 397N,  463W,  45, 1006, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082806,   , BEST,   0, 406N,  442W,  40, 1009, EX,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
AL, 06, 2025082812,   , BEST,   0, 423N,  416W,  35, 1006, EX,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FERNAND,
Analyzed by 223
